Year,County of Residence,County of Residence Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Abnormal Conditions Checked,Abnormal Conditions Checked Code,Births,% of Total Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average LMP Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Live Birth (months),Average Interval Since Last Other Pregnancy Outcome (months)
2018,"Cochise County, AZ",4003,None checked,1,At least one checked,0,102,0,28.18,35.50,35.75,2425.13,26.77,7.26,63.53,44.90
2018,"Cochise County, AZ",4003,None checked,1,None checked,1,1230,0.0003,27.27,38.87,38.87,3317.01,27.32,8.88,49.29,53.52
2018,"Coconino County, AZ",4005,At least one checked,0,None checked,1,22,0,26.86,38.09,38.86,3173.18,26.28,11.55,78.4,55.86
2018,"Coconino County, AZ",4005,None checked,1,At least one checked,0,113,0,29.12,35.62,35.88,2533.25,27.87,10.39,65.31,28.53
2018,"Coconino County, AZ",4005,None checked,1,None checked,1,1365,0.0004,28.11,38.76,38.86,3288.56,26.83,10.51,47.9,54.61
2018,"Maricopa County, AZ",4013,At least one checked,0,At least one checked,0,116,0,28.66,36.05,36.24,2811.12,26.59,10.44,64.24,48.23
2018,"Maricopa County, AZ",4013,At least one checked,0,None checked,1,292,0.0001,27.92,38.49,38.53,3411.88,26.63,11.01,55.11,48.23
2018,"Maricopa County, AZ",4013,None checked,1,At least one checked,0,4047,0.0011,29.08,35.75,35.89,2669.7,27.79,10.04,58.5,52.75
2018,"Maricopa County, AZ",4013,None checked,1,None checked,1,47398,0.0125,28.66,38.67,38.76,3334.61,27.00,11.18,49.88,53.10
2018,"Mohave County, AZ",4015,At least one checked,0,None checked,1,15,0,25.53,37.87,38.33,3197.6,25.21,9.6,26.2,18.75
2018,"Mohave County, AZ",4015,None checked,1,At least one checked,0,124,0,27.82,35.81,36.43,2735.62,28.03,9.24,47.91,69.60
2018,"Mohave County, AZ",4015,None checked,1,None checked,1,1652,0.0004,27.04,38.75,38.98,3334.03,27.58,10.78,50.1,52.81
2018,"Navajo County, AZ",4017,At least one checked,0,At least one checked,0,12,0,25.67,34.08,34.50,2234.09,28.55,10.17,44.67,29.33
2018,"Navajo County, AZ",4017,At least one checked,0,None checked,1,14,0,24,38.42,39.17,3214.07,28.56,12.31,45.71,22.00
2018,"Navajo County, AZ",4017,None checked,1,At least one checked,0,158,0,27.16,36.03,36.57,2816.17,28.30,8.53,49.83,66.84
2018,"Navajo County, AZ",4017,None checked,1,None checked,1,1197,0.0003,27.19,38.70,38.89,3272.23,28.45,9.87,48.76,57.84
2018,"Pima County, AZ",4019,At least one checked,0,At least one checked,0,47,0,31.11,34.68,34.89,2416.21,27.82,7.74,48.23,68.93
2018,"Pima County, AZ",4019,At least one checked,0,None checked,1,147,0,29.07,38.88,38.84,3355.7,26.83,9.27,47.47,53.86
2018,"Pima County, AZ",4019,None checked,1,At least one checked,0,963,0.0003,28.83,35.72,35.74,2606.14,27.59,7.5,56.36,58.24
2018,"Pima County, AZ",4019,None checked,1,None checked,1,9514,0.0025,28.29,38.77,38.74,3311.26,27.11,9.78,50.97,55.51
2018,"Pinal County, AZ",4021,At least one checked,0,At least one checked,0,16,0,28,36.44,35.88,2744.31,27.02,10,58.44,58.40
2018,"Pinal County, AZ",4021,At least one checked,0,None checked,1,26,0,27.46,39.12,39.50,3513.81,26.16,12.58,53.18,52.33
2018,"Pinal County, AZ",4021,None checked,1,At least one checked,0,399,0.0001,28.17,36.04,36.09,2780.48,29.33,10.69,54.79,57.58
2018,"Pinal County, AZ",4021,None checked,1,None checked,1,4057,0.0011,27.77,38.73,38.90,3363.2,27.98,11.77,47.4,56.38
2018,"Yavapai County, AZ",4025,At least one checked,0,None checked,1,12,0,29,38.67,38.67,3356.25,24.08,13.08,29,31.67
2018,"Yavapai County, AZ",4025,None checked,1,At least one checked,0,146,0,27.51,35.69,35.90,2702.63,27.04,9.59,54.39,61.40
2018,"Yavapai County, AZ",4025,None checked,1,None checked,1,1609,0.0004,27.71,38.80,38.97,3312.54,26.49,11.57,51.39,55.50
2018,"Yuma County, AZ",4027,At least one checked,0,At least one checked,0,13,0,26.54,34.62,34.85,2461.15,25.16,6.4,68.71,Not Applicable
2018,"Yuma County, AZ",4027,At least one checked,0,None checked,1,69,0,25.83,38.93,39.07,3416.36,27.50,9.52,59.25,68.50
2018,"Yuma County, AZ",4027,None checked,1,At least one checked,0,236,0.0001,27.2,35.25,35.55,2602.18,30.01,7.79,67.2,71.90
2018,"Yuma County, AZ",4027,None checked,1,None checked,1,2716,0.0007,27.08,38.87,39.10,3402.25,28.44,9.88,55.09,50.65
2018,"Unidentified Counties, AZ",4999,At least one checked,0,None checked,1,45,0,27.02,38.11,37.80,3309.33,29.59,8.64,41.29,49.77
2018,"Unidentified Counties, AZ",4999,None checked,1,At least one checked,0,230,0.0001,27.84,34.86,35.03,2461.46,27.95,7.2,50.91,62.28
2018,"Unidentified Counties, AZ",4999,None checked,1,None checked,1,2573,0.0007,27.08,38.62,38.76,3320.89,27.85,9.26,48.54,51.48
2018,"Benton County, AR",5007,At least one checked,0,None checked,1,47,0,28.6,38.74,38.89,3390.38,26.00,11.84,86.54,16.40
2018,"Benton County, AR",5007,None checked,1,At least one checked,0,462,0.0001,28.72,35.85,36.18,2773.08,27.97,10.52,53.93,49.97
2018,"Benton County, AR",5007,None checked,1,None checked,1,3260,0.0009,28.25,38.66,38.90,3363.35,26.93,11.48,47.72,46.54
2018,"Faulkner County, AR",5045,At least one checked,0,None checked,1,23,0,27.22,38.83,38.91,3364.83,27.97,11.43,49.88,18.00
2018,"Faulkner County, AR",5045,None checked,1,At least one checked,0,153,0,28.43,35.83,36.37,2818.88,30.29,9.99,52.57,52.97
2018,"Faulkner County, AR",5045,None checked,1,None checked,1,1290,0.0003,27.65,38.62,38.79,3353.76,28.51,11.64,49.95,49.37
2018,"Pulaski County, AR",5119,At least one checked,0,At least one checked,0,15,0,32.07,37.47,38.20,3008.8,27.73,11.4,53.14,37.83
2018,"Pulaski County, AR",5119,At least one checked,0,None checked,1,43,0,29.19,39.23,39.28,3558.74,26.55,11.21,46.08,73.75
2018,"Pulaski County, AR",5119,None checked,1,At least one checked,0,804,0.0002,28.7,35.99,36.15,2684.24,28.98,9.04,53.89,48.56
2018,"Pulaski County, AR",5119,None checked,1,None checked,1,4261,0.0011,27.91,38.57,38.73,3261.72,27.86,10.5,49.51,51.86
2018,"Saline County, AR",5125,At least one checked,0,None checked,1,16,0,27.44,39.31,39.94,3729.62,27.30,12,26,69.33
2018,"Saline County, AR",5125,None checked,1,At least one checked,0,184,0,28.5,36.26,36.47,2820.41,29.08,9.94,56.86,56.41
2018,"Saline County, AR",5125,None checked,1,None checked,1,1131,0.0003,27.86,38.60,38.87,3359.2,27.45,10.91,50.31,49.38
2018,"Sebastian County, AR",5131,At least one checked,0,None checked,1,13,0,27.46,38.54,39.31,3377.77,24.84,9,56.17,64.14
2018,"Sebastian County, AR",5131,None checked,1,At least one checked,0,181,0,27.24,36.09,36.28,2793.88,29.25,8,47.87,52.33
2018,"Sebastian County, AR",5131,None checked,1,None checked,1,1463,0.0004,26.74,38.66,38.81,3326.78,28.25,9.71,51.07,52.88
2018,"Washington County, AR",5143,At least one checked,0,None checked,1,21,0,27.86,39.29,39.62,3560.57,26.50,12.05,32.33,52.00
2018,"Washington County, AR",5143,None checked,1,At least one checked,0,478,0.0001,28.64,36.32,36.51,2856.96,27.92,9.66,47.88,43.44
2018,"Washington County, AR",5143,None checked,1,None checked,1,2719,0.0007,27.76,38.62,38.83,3316.95,27.12,10.72,45.63,40.01
2018,"Unidentified Counties, AR",5999,At least one checked,0,At least one checked,0,44,0,27.23,35.50,35.75,2664.7,29.41,8.74,46.24,43.40
2018,"Unidentified Counties, AR",5999,At least one checked,0,None checked,1,174,0,25.49,38.76,38.58,3383.34,26.76,10.84,53.24,28.88
2018,"Unidentified Counties, AR",5999,None checked,1,At least one checked,0,1999,0.0005,27.14,35.24,35.53,2591.16,29.52,8.55,53.07,53.96
2018,"Unidentified Counties, AR",5999,None checked,1,None checked,1,18197,0.0048,26.21,38.55,38.70,3283.65,28.39,10.58,48.42,46.51
2018,"Alameda County, CA",6001,At least one checked,0,At least one checked,0,46,0,34.04,37.46,37.43,2979.39,25.32,9.61,55.5,81.20
2018,"Alameda County, CA",6001,At least one checked,0,None checked,1,260,0.0001,31.39,39.26,39.37,3419.18,24.82,10.51,54.62,24.67
2018,"Alameda County, CA",6001,None checked,1,At least one checked,0,1088,0.0003,32.3,35.76,35.88,2652.22,27.39,9.95,65.09,36.32
2018,"Alameda County, CA",6001,None checked,1,None checked,1,16845,0.0044,31.56,38.84,38.94,3319.27,25.85,10.73,55.21,37.39
2018,"Butte County, CA",6007,At least one checked,0,None checked,1,16,0,27.12,39.00,39.06,3479.31,26.86,11.56,28.83,Not Applicable
2018,"Butte County, CA",6007,None checked,1,At least one checked,0,293,0.0001,29.27,36.99,37.02,2947,29.04,10.21,57.22,29.29
2018,"Butte County, CA",6007,None checked,1,None checked,1,2112,0.0006,28.73,39.02,39.06,3401.66,27.16,11.26,48.55,37.97
2018,"Contra Costa County, CA",6013,At least one checked,0,At least one checked,0,42,0,32.52,36.14,36.26,2840.07,26.22,11.62,56.65,31.25
2018,"Contra Costa County, CA",6013,At least one checked,0,None checked,1,247,0.0001,30.11,39.23,39.35,3450.27,25.45,11.34,47.54,32.62
2018,"Contra Costa County, CA",6013,None checked,1,At least one checked,0,1053,0.0003,31.85,36.12,36.27,2769.68,27.24,12.02,61.11,41.24
2018,"Contra Costa County, CA",6013,None checked,1,None checked,1,10659,0.0028,31,38.89,39.02,3363.24,26.91,11.81,54.47,39.17
2018,"El Dorado County, CA",6017,At least one checked,0,None checked,1,18,0,31.28,39.44,39.39,3619.78,26.34,11.06,67.2,24.50
2018,"El Dorado County, CA",6017,None checked,1,At least one checked,0,183,0,30.68,36.36,36.48,2849.7,26.16,10.3,53.54,31.73
2018,"El Dorado County, CA",6017,None checked,1,None checked,1,1469,0.0004,30.46,39.03,39.20,3388.32,25.78,10.73,48.63,37.62
2018,"Fresno County, CA",6019,At least one checked,0,At least one checked,0,18,0,28.28,34.78,34.56,2545.78,27.93,9.88,79.56,16.00
2018,"Fresno County, CA",6019,At least one checked,0,None checked,1,27,0,27,38.81,38.70,3245.22,28.10,12.58,44.09,17.00
2018,"Fresno County, CA",6019,None checked,1,At least one checked,0,1180,0.0003,29.13,35.29,35.38,2604.53,29.02,11.72,57.56,43.71
2018,"Fresno County, CA",6019,None checked,1,None checked,1,13240,0.0035,28.37,38.78,38.81,3337.62,28.13,12.88,52.51,44.41
2018,"Humboldt County, CA",6023,At least one checked,0,At least one checked,0,10,0,26.9,36.30,36.50,2714.2,24.78,8.4,70.25,Not Applicable
2018,"Humboldt County, CA",6023,At least one checked,0,None checked,1,24,0,29.33,39.62,39.83,3622.79,27.30,13.25,83.5,16.00
2018,"Humboldt County, CA",6023,None checked,1,At least one checked,0,158,0,29.44,36.68,36.77,2862.38,28.23,10.34,56.8,80.00
2018,"Humboldt County, CA",6023,None checked,1,None checked,1,1172,0.0003,29.39,39.15,39.26,3457.96,27.45,12.67,50.71,32.48
2018,"Imperial County, CA",6025,None checked,1,At least one checked,0,49,0,31.49,33.90,33.73,2297.41,30.38,11.04,72.97,71.00
2018,"Imperial County, CA",6025,None checked,1,None checked,1,2576,0.0007,27.84,38.74,39.31,3340.24,27.93,9.41,55.48,40.84
2018,"Kern County, CA",6029,At least one checked,0,None checked,1,60,0,27.7,39.12,39.41,3477.27,28.18,11.65,52.89,24.83
2018,"Kern County, CA",6029,None checked,1,At least one checked,0,943,0.0002,28.87,35.10,35.39,2555.37,28.99,10.23,59.58,47.72
2018,"Kern County, CA",6029,None checked,1,None checked,1,11898,0.0031,27.76,38.78,38.88,3334.84,28.43,11.69,51.51,46.42
2018,"Kings County, CA",6031,None checked,1,At least one checked,0,169,0,28.34,35.10,35.24,2658.86,30.82,11.41,51.8,28.89
2018,"Kings County, CA",6031,None checked,1,None checked,1,2090,0.0006,27.63,38.78,38.87,3373.73,28.58,12.85,51.5,43.09
2018,"Los Angeles County, CA",6037,At least one checked,0,At least one checked,0,194,0.0001,31.03,35.73,35.82,2708.18,27.50,12.21,60.8,31.88
2018,"Los Angeles County, CA",6037,At least one checked,0,None checked,1,601,0.0002,29.87,38.70,38.77,3365.61,25.82,12.1,58.51,41.52
2018,"Los Angeles County, CA",6037,None checked,1,At least one checked,0,10018,0.0026,30.71,35.94,36.07,2712.67,27.49,12.02,63.01,39.93
2018,"Los Angeles County, CA",6037,None checked,1,None checked,1,99445,0.0262,30.37,38.81,38.89,3316.08,26.52,12.21,56.57,42.06
2018,"Madera County, CA",6039,At least one checked,0,None checked,1,36,0,25.97,38.50,38.50,3297.06,26.05,9.17,55.27,108.50
2018,"Madera County, CA",6039,None checked,1,At least one checked,0,112,0,29.07,35.04,35.14,2648.18,29.39,10.2,50.5,37.91
2018,"Madera County, CA",6039,None checked,1,None checked,1,1928,0.0005,28.23,38.80,38.81,3338.28,28.72,11.26,54.03,43.84
2018,"Marin County, CA",6041,At least one checked,0,None checked,1,21,0,33,39.10,39.19,3436.14,24.70,10.57,43.67,19.00
2018,"Marin County, CA",6041,None checked,1,At least one checked,0,148,0,33.9,36.11,36.24,2736.49,24.38,9.55,58.88,24.04
2018,"Marin County, CA",6041,None checked,1,None checked,1,1953,0.0005,33.29,39.11,39.21,3420.78,25.02,10.33,51.62,32.81
2018,"Merced County, CA",6047,At least one checked,0,None checked,1,29,0,28.38,38.97,39.34,3377.9,27.96,12.2,61.53,30.50
2018,"Merced County, CA",6047,None checked,1,At least one checked,0,317,0.0001,28.74,35.45,35.63,2667.19,29.73,10.27,62.39,53.42
2018,"Merced County, CA",6047,None checked,1,None checked,1,3522,0.0009,27.91,38.77,38.93,3367.94,29.10,10.51,53.9,41.06
2018,"Monterey County, CA",6053,At least one checked,0,At least one checked,0,16,0,28.25,37.75,37.62,3179.06,27.14,11.88,66.14,67.00
2018,"Monterey County, CA",6053,At least one checked,0,None checked,1,58,0,26.24,39.45,39.48,3586.48,25.91,11.89,63.19,18.17
2018,"Monterey County, CA",6053,None checked,1,At least one checked,0,546,0.0001,29.41,36.19,36.37,2800.58,28.96,11.41,63.21,51.52
2018,"Monterey County, CA",6053,None checked,1,None checked,1,5274,0.0014,28.85,38.93,39.00,3369.41,27.91,12.35,58.65,43.36
2018,"Napa County, CA",6055,At least one checked,0,None checked,1,16,0,30.38,39.06,39.62,3578.25,27.81,12.19,50.1,31.50
2018,"Napa County, CA",6055,None checked,1,At least one checked,0,118,0,31.56,35.74,36.36,2752.42,27.86,11.33,62.27,46.93
2018,"Napa County, CA",6055,None checked,1,None checked,1,1067,0.0003,30.74,39.01,39.16,3411.84,26.78,12.34,57.02,43.63
2018,"Orange County, CA",6059,At least one checked,0,At least one checked,0,48,0,33.12,36.17,36.17,2822.38,27.05,10.65,52,27.71
2018,"Orange County, CA",6059,At least one checked,0,None checked,1,210,0.0001,30.86,39.18,39.24,3435.61,23.86,13.55,59.81,34.37
2018,"Orange County, CA",6059,None checked,1,At least one checked,0,2082,0.0005,31.51,35.60,35.71,2636.26,26.69,12.17,61.28,41.01
2018,"Orange County, CA",6059,None checked,1,None checked,1,33339,0.0088,30.95,38.82,38.88,3332.29,25.27,12.6,52.83,40.60
2018,"Placer County, CA",6061,At least one checked,0,At least one checked,0,11,0,30.09,37.36,37.36,2918.18,26.20,13.36,22,47.00
2018,"Placer County, CA",6061,At least one checked,0,None checked,1,52,0,30.79,39.42,39.44,3610.77,24.57,12.1,66.06,46.44
2018,"Placer County, CA",6061,None checked,1,At least one checked,0,394,0.0001,30.73,36.76,36.84,2892.48,26.28,11.35,50.2,39.18
2018,"Placer County, CA",6061,None checked,1,None checked,1,3206,0.0008,31.02,39.03,39.06,3429.82,25.98,12.25,48.86,40.92
2018,"Riverside County, CA",6065,At least one checked,0,At least one checked,0,34,0,31.15,35.15,35.09,2599.26,27.39,9.28,64.04,29.50
2018,"Riverside County, CA",6065,At least one checked,0,None checked,1,142,0,28.75,38.70,38.71,3334.47,25.90,11.57,51.12,35.14
2018,"Riverside County, CA",6065,None checked,1,At least one checked,0,2588,0.0007,29.25,36.10,36.18,2745.7,27.81,11.14,59.56,43.12
2018,"Riverside County, CA",6065,None checked,1,None checked,1,25958,0.0068,28.89,38.78,38.85,3342.95,27.24,11.39,53.7,44.78
2018,"Sacramento County, CA",6067,At least one checked,0,At least one checked,0,69,0,32,35.49,35.48,2853.47,29.30,9.22,56.43,54.50
2018,"Sacramento County, CA",6067,At least one checked,0,None checked,1,280,0.0001,29.88,39.17,39.26,3496.84,25.82,11.12,55.87,42.42
2018,"Sacramento County, CA",6067,None checked,1,At least one checked,0,1938,0.0005,30.03,36.20,36.34,2816.98,28.44,10.69,60.13,41.22
2018,"Sacramento County, CA",6067,None checked,1,None checked,1,16808,0.0044,29.54,38.95,39.04,3386.66,27.22,11.59,51.56,42.19
2018,"San Bernardino County, CA",6071,At least one checked,0,At least one checked,0,46,0,29.91,36.07,35.93,2749.13,28.34,10.23,45.77,55.00
2018,"San Bernardino County, CA",6071,At least one checked,0,None checked,1,323,0.0001,28.41,38.66,38.68,3332.34,25.88,10.64,51.6,39.17
2018,"San Bernardino County, CA",6071,None checked,1,At least one checked,0,2485,0.0007,29.21,35.15,35.27,2549.83,28.35,10.48,57.86,48.02
2018,"San Bernardino County, CA",6071,None checked,1,None checked,1,26129,0.0069,28.62,38.74,38.77,3312.54,27.43,11.31,53.77,45.04
2018,"San Bernardino County, CA",6071,Unknown or Not Stated,9,Unknown or Not Stated,9,11,0,26.91,Not Applicable,Not Applicable,3543.6,Not Applicable,0,56,68.00
2018,"San Diego County, CA",6073,At least one checked,0,At least one checked,0,126,0,31.75,36.67,36.64,2897.87,26.75,12.65,53.21,26.06
2018,"San Diego County, CA",6073,At least one checked,0,None checked,1,420,0.0001,28.32,39.20,39.27,3425.11,24.58,11.48,46.75,31.19
2018,"San Diego County, CA",6073,None checked,1,At least one checked,0,4278,0.0011,30.86,36.43,36.47,2817.34,26.69,11.74,59.41,40.21
2018,"San Diego County, CA",6073,None checked,1,None checked,1,35245,0.0093,30.26,38.91,38.95,3358.6,26.00,11.88,51.96,41.20
2018,"San Francisco County, CA",6075,At least one checked,0,At least one checked,0,13,0,32.77,37.85,37.85,3159,23.06,11.55,48.33,21.50
2018,"San Francisco County, CA",6075,At least one checked,0,None checked,1,107,0,32.81,39.35,39.37,3420.61,22.57,12.18,56.22,32.53
2018,"San Francisco County, CA",6075,None checked,1,At least one checked,0,970,0.0003,33.27,36.79,36.86,2846.89,25.07,10.62,65.69,36.46
2018,"San Francisco County, CA",6075,None checked,1,None checked,1,7605,0.002,33.32,38.99,39.06,3324.92,23.97,11.16,49.42,31.56
2018,"San Joaquin County, CA",6077,At least one checked,0,At least one checked,0,26,0,29.27,35.12,35.38,2348.77,28.48,12.69,64.47,Not Applicable
2018,"San Joaquin County, CA",6077,At least one checked,0,None checked,1,181,0,29.13,38.41,38.74,3297.15,27.47,16.92,52.13,37.45
2018,"San Joaquin County, CA",6077,None checked,1,At least one checked,0,817,0.0002,29.62,36.12,36.31,2811.87,29.00,12.73,61.31,40.92
2018,"San Joaquin County, CA",6077,None checked,1,None checked,1,8817,0.0023,28.82,38.79,38.91,3334.79,27.85,13.08,54.29,45.84
2018,"San Luis Obispo County, CA",6079,At least one checked,0,None checked,1,31,0,31.48,39.13,39.03,3397.42,24.61,13.74,64.33,33.00
2018,"San Luis Obispo County, CA",6079,None checked,1,At least one checked,0,340,0.0001,30.25,36.84,36.95,2948.07,27.02,12.23,56.26,34.13
2018,"San Luis Obispo County, CA",6079,None checked,1,None checked,1,2064,0.0005,30.03,38.93,39.04,3420.5,26.43,12.92,50.37,42.37
2018,"San Mateo County, CA",6081,At least one checked,0,None checked,1,44,0,33.48,39.16,39.09,3440.45,23.93,13.11,33.11,40.00
2018,"San Mateo County, CA",6081,None checked,1,At least one checked,0,556,0.0001,32.82,36.34,36.48,2746.17,25.33,11.02,61.4,27.89
2018,"San Mateo County, CA",6081,None checked,1,None checked,1,7725,0.002,32.34,38.82,38.92,3332.03,25.09,11.61,50.87,33.66
2018,"Santa Barbara County, CA",6083,At least one checked,0,At least one checked,0,11,0,26.18,36.18,36.27,2855.36,25.72,10,51.67,Not Applicable
2018,"Santa Barbara County, CA",6083,At least one checked,0,None checked,1,49,0,30.33,39.29,39.31,3504.96,25.33,12.96,80.14,42.45
2018,"Santa Barbara County, CA",6083,None checked,1,At least one checked,0,547,0.0001,29.28,36.17,36.27,2794.05,27.91,12.73,62.87,45.42
2018,"Santa Barbara County, CA",6083,None checked,1,None checked,1,4659,0.0012,29.14,38.89,38.90,3370.63,26.90,13.19,54.96,44.31
2018,"Santa Clara County, CA",6085,At least one checked,0,At least one checked,0,27,0,33.11,35.89,36.00,2753.22,24.90,12.11,52.78,22.71
2018,"Santa Clara County, CA",6085,At least one checked,0,None checked,1,358,0.0001,31.63,39.27,39.30,3394.28,23.58,11.64,49.3,31.78
2018,"Santa Clara County, CA",6085,None checked,1,At least one checked,0,1242,0.0003,32.33,35.31,35.34,2552.46,26.15,11.45,59.01,31.91
2018,"Santa Clara County, CA",6085,None checked,1,None checked,1,19664,0.0052,31.64,38.82,38.87,3305.2,25.43,11.95,54.15,34.02
2018,"Santa Cruz County, CA",6087,At least one checked,0,None checked,1,21,0,30.62,39.62,40.00,3463.1,25.32,13.16,33.75,Not Applicable
2018,"Santa Cruz County, CA",6087,None checked,1,At least one checked,0,325,0.0001,30.71,36.78,36.90,2873.16,26.32,12.63,64.73,42.64
2018,"Santa Cruz County, CA",6087,None checked,1,None checked,1,2097,0.0006,30.62,39.12,39.30,3417.64,26.62,12.76,56.83,45.22
2018,"Shasta County, CA",6089,None checked,1,At least one checked,0,189,0,29.65,36.93,37.22,2912.2,28.59,10.32,58.55,42.43
2018,"Shasta County, CA",6089,None checked,1,None checked,1,1768,0.0005,28.32,38.99,39.08,3379.26,26.67,11.2,47.7,44.48
2018,"Solano County, CA",6095,At least one checked,0,At least one checked,0,16,0,32.06,36.88,37.31,3220.62,29.77,12.38,61.67,25.75
2018,"Solano County, CA",6095,At least one checked,0,None checked,1,67,0,30.63,39.04,39.25,3506.09,27.73,10.97,51.04,68.86
2018,"Solano County, CA",6095,None checked,1,At least one checked,0,403,0.0001,30.04,35.80,35.96,2711.62,28.64,11.35,64.74,41.16
2018,"Solano County, CA",6095,None checked,1,None checked,1,4547,0.0012,29.51,38.94,39.06,3383.2,27.58,11.36,55.28,43.85
2018,"Sonoma County, CA",6097,At least one checked,0,At least one checked,0,10,0,31.6,37.30,37.30,3009.6,26.01,11.9,78.2,56.00
2018,"Sonoma County, CA",6097,At least one checked,0,None checked,1,57,0,30.93,39.32,39.46,3565.33,26.44,11.93,36.05,73.60
2018,"Sonoma County, CA",6097,None checked,1,At least one checked,0,275,0.0001,31.17,35.97,36.14,2706.37,26.74,11.02,65.22,44.04
2018,"Sonoma County, CA",6097,None checked,1,None checked,1,4184,0.0011,30.7,39.01,39.13,3402.44,27.00,11.43,55.77,43.18
2018,"Stanislaus County, CA",6099,At least one checked,0,At least one checked,0,13,0,28.62,36.85,36.69,2970.23,31.25,16.85,53.9,Not Applicable
2018,"Stanislaus County, CA",6099,At least one checked,0,None checked,1,134,0,29.31,38.81,39.15,3437.2,27.68,18.9,48.53,67.73
2018,"Stanislaus County, CA",6099,None checked,1,At least one checked,0,510,0.0001,28.77,35.39,35.64,2620.59,28.64,12.82,56.15,49.16
2018,"Stanislaus County, CA",6099,None checked,1,None checked,1,6707,0.0018,28.49,38.85,38.98,3386.88,28.29,13.02,53.67,45.68
2018,"Tulare County, CA",6107,At least one checked,0,None checked,1,22,0,27.91,38.64,38.50,3366.91,24.78,9.82,51.58,60.60
2018,"Tulare County, CA",6107,None checked,1,At least one checked,0,695,0.0002,28.58,35.22,35.55,2626.01,29.48,10.37,57.26,49.53
2018,"Tulare County, CA",6107,None checked,1,None checked,1,6180,0.0016,27.73,38.88,39.06,3381.13,28.44,11.45,54.37,44.03
2018,"Ventura County, CA",6111,At least one checked,0,At least one checked,0,26,0,30.65,35.04,35.46,2593.85,27.50,9.81,95.2,143.67
2018,"Ventura County, CA",6111,At least one checked,0,None checked,1,64,0,29.48,38.77,38.80,3350.34,24.74,12.5,56.77,44.69
2018,"Ventura County, CA",6111,None checked,1,At least one checked,0,941,0.0002,30.26,36.41,36.56,2835.31,28.00,11.56,60.44,55.42
2018,"Ventura County, CA",6111,None checked,1,None checked,1,8034,0.0021,30.06,38.91,39.00,3380.74,26.83,12.48,55.17,46.97
2018,"Yolo County, CA",6113,At least one checked,0,None checked,1,21,0,32.19,38.90,39.05,3485.81,24.50,11.33,58.5,37.00
2018,"Yolo County, CA",6113,None checked,1,At least one checked,0,178,0,30.43,36.72,36.77,2937.55,27.78,11.25,54.26,32.11
2018,"Yolo County, CA",6113,None checked,1,None checked,1,1929,0.0005,30.21,38.91,39.02,3407.42,27.38,12.26,53.14,40.06
2018,"Unidentified Counties, CA",6999,At least one checked,0,At least one checked,0,35,0,29.37,36.14,36.29,2790.89,27.04,10.31,56.73,86.12
2018,"Unidentified Counties, CA",6999,At least one checked,0,None checked,1,122,0,27.37,39.30,39.33,3511.42,26.99,11.78,52.52,30.56
2018,"Unidentified Counties, CA",6999,None checked,1,At least one checked,0,1105,0.0003,28.94,36.54,36.69,2887.56,28.22,10.23,54.3,40.62
2018,"Unidentified Counties, CA",6999,None checked,1,None checked,1,8672,0.0023,28.58,38.96,39.06,3380.15,27.28,11.38,51.8,43.33
2018,"Adams County, CO",8001,At least one checked,0,At least one checked,0,24,0,30.96,37.83,38.00,3108.42,27.94,11.65,55.22,46.00
2018,"Adams County, CO",8001,At least one checked,0,None checked,1,69,0,29.96,39.32,39.49,3336.17,25.70,11.06,52.81,23.18
2018,"Adams County, CO",8001,None checked,1,At least one checked,0,753,0.0002,29.32,36.49,36.62,2720.37,28.10,9.25,54.36,45.37
2018,"Adams County, CO",8001,None checked,1,None checked,1,5420,0.0014,28.72,38.89,39.02,3266.19,27.43,10.47,53.06,45.94
2018,"Adams County, CO",8001,None checked,1,Unknown or Not Stated,9,26,0,28.15,37.76,37.72,3003.42,26.32,10.96,54.69,52.20
2018,"Arapahoe County, CO",8005,At least one checked,0,At least one checked,0,19,0,30.63,37.95,37.89,3092.16,25.48,11,48.2,54.33
2018,"Arapahoe County, CO",8005,At least one checked,0,None checked,1,68,0,29.03,39.40,39.21,3432.5,24.85,10.25,47,57.67
2018,"Arapahoe County, CO",8005,None checked,1,At least one checked,0,1011,0.0003,30.28,36.19,36.31,2678.29,27.37,9.22,52.31,47.47
2018,"Arapahoe County, CO",8005,None checked,1,None checked,1,6296,0.0017,29.79,38.89,38.92,3260.12,26.26,10.34,48.53,41.97
2018,"Boulder County, CO",8013,At least one checked,0,None checked,1,28,0,32.18,39.07,38.75,3426.75,25.41,11.11,51.09,33.33
2018,"Boulder County, CO",8013,None checked,1,At least one checked,0,312,0.0001,31.22,36.69,36.75,2763.32,26.19,9.65,49.17,51.57
2018,"Boulder County, CO",8013,None checked,1,None checked,1,2213,0.0006,31.25,39.10,39.16,3297.26,25.01,10.92,45.26,35.59
2018,"Denver County, CO",8031,At least one checked,0,At least one checked,0,38,0,29.21,37.26,37.13,3081.79,26.19,10.08,56.53,12.57
2018,"Denver County, CO",8031,At least one checked,0,None checked,1,123,0,29.89,39.02,39.05,3344.65,25.81,11.71,55.88,24.00
