Year,County of Residence,County of Residence Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Abnormal Conditions Checked,Abnormal Conditions Checked Code,Births,% of Total Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average LMP Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Live Birth (months),Average Interval Since Last Other Pregnancy Outcome (months)
2024,"San Bernardino County, CA",6071,None checked,1,At least one checked,0,2230,0.0006,30.35,35.41,35.6,2629.15,29.78,10.09,62.98,45.72
2024,"San Bernardino County, CA",6071,None checked,1,None checked,1,22763,0.0063,29.66,38.62,38.7,3283.37,28.36,11.02,54.23,44.55
2024,"San Bernardino County, CA",6071,None checked,1,Unknown or Not Stated,9,15,0,29.13,39.2,39.2,3360.67,28.56,10.14,60.1,28.00
2024,"San Bernardino County, CA",6071,Unknown or Not Stated,9,Unknown or Not Stated,9,33,0,31.91,39.26,39.35,3415.32,27.2,8,48.46,27.38
2024,"San Diego County, CA",6073,At least one checked,0,At least one checked,0,105,0,32.29,36.92,37.2,3055.26,25.47,13.28,66.37,27.70
2024,"San Diego County, CA",6073,At least one checked,0,None checked,1,357,0.0001,31.21,38.92,39.02,3394.46,25.13,13.63,50.31,26.73
2024,"San Diego County, CA",6073,None checked,1,At least one checked,0,3394,0.0009,31.95,36.07,36.37,2776,27.78,12.15,57.98,37.41
2024,"San Diego County, CA",6073,None checked,1,None checked,1,32028,0.0088,30.91,38.79,38.91,3332.56,26.81,12.34,51.25,39.17
2024,"San Diego County, CA",6073,None checked,1,Unknown or Not Stated,9,37,0,32.3,38.95,39.32,3361.27,25.06,14.51,50.43,30.45
2024,"San Francisco County, CA",6075,At least one checked,0,At least one checked,0,22,0,33.95,37.27,37.27,2936.5,25.97,10.27,84.75,25.00
2024,"San Francisco County, CA",6075,At least one checked,0,None checked,1,115,0,33.34,39.2,39.3,3396.24,23.57,11.37,53,24.41
2024,"San Francisco County, CA",6075,None checked,1,At least one checked,0,1251,0.0003,32.79,37.3,37.45,2985.39,26.67,10.65,68.37,41.39
2024,"San Francisco County, CA",6075,None checked,1,None checked,1,5539,0.0015,33.81,38.88,38.97,3303.48,24.76,11.08,49.95,31.19
2024,"San Joaquin County, CA",6077,At least one checked,0,At least one checked,0,28,0,33,36.54,36.36,2955.64,26.8,9.86,59.24,49.83
2024,"San Joaquin County, CA",6077,At least one checked,0,None checked,1,91,0,30.1,39.02,39.2,3443.82,26.16,10.37,59.63,59.50
2024,"San Joaquin County, CA",6077,None checked,1,At least one checked,0,1004,0.0003,30.2,36.36,36.5,2855.08,30.04,10.62,64.1,49.39
2024,"San Joaquin County, CA",6077,None checked,1,None checked,1,8541,0.0024,29.73,38.7,38.69,3305.89,28.52,11.3,54.5,44.03
2024,"San Luis Obispo County, CA",6079,At least one checked,0,None checked,1,10,0,30,39,39.2,3632.8,24.48,11.56,46.33,47.25
2024,"San Luis Obispo County, CA",6079,None checked,1,At least one checked,0,322,0.0001,31.11,36.94,37.06,2994.02,28.25,11.22,56.41,50.14
2024,"San Luis Obispo County, CA",6079,None checked,1,None checked,1,2028,0.0006,30.51,38.92,38.96,3371.17,26.77,11.97,47.68,45.46
2024,"San Mateo County, CA",6081,At least one checked,0,At least one checked,0,21,0,32.48,36.81,36.9,2967.95,25.22,8.55,51.67,13.00
2024,"San Mateo County, CA",6081,At least one checked,0,None checked,1,146,0,32.88,38.97,39.19,3312.71,24.65,10.84,46.88,35.24
2024,"San Mateo County, CA",6081,None checked,1,At least one checked,0,710,0.0002,33.04,36.58,36.86,2863.76,27.01,10.51,60.13,32.09
2024,"San Mateo County, CA",6081,None checked,1,None checked,1,6407,0.0018,32.82,38.69,38.79,3290.58,25.88,10.99,52.36,33.84
2024,"Santa Barbara County, CA",6083,At least one checked,0,At least one checked,0,10,0,31.7,36.9,37.3,3042.9,28.49,12.2,46.14,11.00
2024,"Santa Barbara County, CA",6083,At least one checked,0,None checked,1,82,0,27.96,39.34,39.44,3489.48,26.26,11.8,49.79,34.00
2024,"Santa Barbara County, CA",6083,None checked,1,At least one checked,0,610,0.0002,29.73,36.62,36.79,2888.79,28.15,11.93,64.2,44.90
2024,"Santa Barbara County, CA",6083,None checked,1,None checked,1,4675,0.0013,29.39,38.87,38.98,3334.79,27.24,12.71,53.81,46.85
2024,"Santa Clara County, CA",6085,At least one checked,0,At least one checked,0,48,0,31.98,36.67,37,2871.94,26.95,10.28,53.78,18.83
2024,"Santa Clara County, CA",6085,At least one checked,0,None checked,1,568,0.0002,31.95,39.15,39.25,3327.94,24.08,10.98,53.55,22.25
2024,"Santa Clara County, CA",6085,None checked,1,At least one checked,0,1479,0.0004,32.92,36.04,36.38,2700.38,26.89,11,62.1,29.07
2024,"Santa Clara County, CA",6085,None checked,1,None checked,1,16622,0.0046,32.11,38.7,38.82,3265.84,26,11.74,55.35,34.04
2024,"Santa Cruz County, CA",6087,At least one checked,0,None checked,1,27,0,31.67,39.11,39.22,3563,25.45,10.15,55.25,57.67
2024,"Santa Cruz County, CA",6087,None checked,1,At least one checked,0,195,0.0001,31.82,36.26,36.72,2805.51,27.44,12.32,63.91,43.25
2024,"Santa Cruz County, CA",6087,None checked,1,None checked,1,1841,0.0005,31.55,38.8,39.01,3364.08,27.31,12.26,54.99,44.01
2024,"Shasta County, CA",6089,At least one checked,0,None checked,1,20,0,30.9,38.4,38.4,3394.75,25.61,9.26,89.33,46.00
2024,"Shasta County, CA",6089,None checked,1,At least one checked,0,201,0.0001,29.9,36.66,37.2,2926.85,28.04,10.25,48.44,39.57
2024,"Shasta County, CA",6089,None checked,1,None checked,1,1500,0.0004,29.18,38.85,39.03,3355.19,26.9,11.17,48.25,45.82
2024,"Solano County, CA",6095,At least one checked,0,At least one checked,0,21,0,32.71,37.81,37.48,3261.9,28.43,9.05,64.73,62.00
2024,"Solano County, CA",6095,At least one checked,0,None checked,1,85,0,29.87,39.16,39.14,3430.09,26.96,11.14,43.61,22.79
2024,"Solano County, CA",6095,None checked,1,At least one checked,0,592,0.0002,31.01,36.37,36.69,2856.42,29.92,9.96,58.73,31.34
2024,"Solano County, CA",6095,None checked,1,None checked,1,3911,0.0011,30.47,38.79,38.93,3351.55,28.65,10.9,55.7,42.41
2024,"Sonoma County, CA",6097,At least one checked,0,At least one checked,0,16,0,31.5,34.94,35.5,2639.06,31.01,9.07,48.7,71.00
2024,"Sonoma County, CA",6097,At least one checked,0,None checked,1,73,0,31.36,39.42,39.37,3563.58,25.87,9.36,50.85,41.60
2024,"Sonoma County, CA",6097,None checked,1,At least one checked,0,459,0.0001,32.19,36.84,37.21,2969.89,29.66,9.53,61.96,28.14
2024,"Sonoma County, CA",6097,None checked,1,None checked,1,3811,0.0011,31.07,38.95,39.13,3387.88,28.05,10.5,54.19,35.59
2024,"Stanislaus County, CA",6099,At least one checked,0,None checked,1,47,0,28.74,39.53,39.53,3470.11,27.43,11.89,40.5,19.80
2024,"Stanislaus County, CA",6099,None checked,1,At least one checked,0,657,0.0002,30.02,36.04,36.33,2783.1,29.8,10.55,66.28,44.44
2024,"Stanislaus County, CA",6099,None checked,1,None checked,1,5986,0.0016,29.27,38.8,38.89,3359.48,28.89,10.98,53.25,39.07
2024,"Stanislaus County, CA",6099,Unknown or Not Stated,9,Unknown or Not Stated,9,12,0,28.92,38.67,38.78,3296.73,25.25,9.6,28.12,23.60
2024,"Tulare County, CA",6107,None checked,1,At least one checked,0,577,0.0002,29.72,35.35,35.53,2688.3,29.47,10.92,64.2,52.79
2024,"Tulare County, CA",6107,None checked,1,None checked,1,5966,0.0016,28.69,38.66,38.51,3332.66,28.88,12.1,54.86,57.11
2024,"Ventura County, CA",6111,At least one checked,0,At least one checked,0,25,0,33.04,35.36,35.32,2875,29.26,10.12,64.38,44.29
2024,"Ventura County, CA",6111,At least one checked,0,None checked,1,107,0,29.16,38.92,39.13,3373.36,26.4,11.25,67.96,53.71
2024,"Ventura County, CA",6111,None checked,1,At least one checked,0,836,0.0002,31.24,36.33,36.65,2829.79,28.98,10.43,64.84,42.80
2024,"Ventura County, CA",6111,None checked,1,None checked,1,7445,0.0021,30.72,38.83,38.98,3343.35,27.78,11.7,54.88,41.15
2024,"Yolo County, CA",6113,At least one checked,0,At least one checked,0,13,0,31.92,38.31,38.92,3551,29.68,10.15,71.67,72.75
2024,"Yolo County, CA",6113,At least one checked,0,None checked,1,39,0,31,38.46,38.26,3350.44,27,10.72,33.7,33.17
2024,"Yolo County, CA",6113,None checked,1,At least one checked,0,232,0.0001,32.2,36.35,36.49,2966.69,29.29,9.99,64.58,40.70
2024,"Yolo County, CA",6113,None checked,1,None checked,1,1524,0.0004,30.89,38.91,39.04,3380.76,28.43,11.61,54.89,37.93
2024,"Unidentified Counties, CA",6999,At least one checked,0,At least one checked,0,30,0,29.6,36.97,36.4,3078.03,27.89,9.67,50.62,60.60
2024,"Unidentified Counties, CA",6999,At least one checked,0,None checked,1,120,0,29.43,39.25,39.29,3460.23,26.71,11.85,57.54,27.79
2024,"Unidentified Counties, CA",6999,None checked,1,At least one checked,0,1250,0.0003,30.01,36.46,36.73,2887.2,29.21,10,55.26,40.49
2024,"Unidentified Counties, CA",6999,None checked,1,None checked,1,7910,0.0022,29.58,38.81,38.97,3352.28,27.99,11.08,52.03,44.35
2024,"Unidentified Counties, CA",6999,Unknown or Not Stated,9,Unknown or Not Stated,9,23,0,31.39,39.04,39.65,3479.14,29.06,6.67,36.42,36.86
2024,"Adams County, CO",8001,At least one checked,0,At least one checked,0,32,0,29.75,35.77,36,2759.31,29.98,10.06,70.17,22.25
2024,"Adams County, CO",8001,At least one checked,0,None checked,1,56,0,28.09,38.93,39.23,3317.07,27.66,11.02,45.9,59.30
2024,"Adams County, CO",8001,None checked,1,At least one checked,0,995,0.0003,30.03,36.62,37.03,2813.79,28.86,9.84,53.96,43.25
2024,"Adams County, CO",8001,None checked,1,None checked,1,5447,0.0015,29.42,38.69,38.92,3229.24,27.95,10.43,51.4,47.48
2024,"Arapahoe County, CO",8005,At least one checked,0,At least one checked,0,30,0,30.43,34.77,34.87,2434.53,24.97,9.59,45.89,56.71
2024,"Arapahoe County, CO",8005,At least one checked,0,None checked,1,108,0,29.29,38.93,38.74,3261.54,25.02,10.67,66.1,33.82
2024,"Arapahoe County, CO",8005,None checked,1,At least one checked,0,1092,0.0003,30.93,36.14,36.46,2685.23,27.95,9.38,52.54,47.69
2024,"Arapahoe County, CO",8005,None checked,1,None checked,1,6455,0.0018,30.21,38.72,38.89,3236,26.98,9.99,50.78,47.41
2024,"Boulder County, CO",8013,At least one checked,0,At least one checked,0,10,0,36.3,38.1,38.5,3252.5,24.72,13.4,103,11.00
2024,"Boulder County, CO",8013,At least one checked,0,None checked,1,34,0,32.94,39.24,39.21,3381.65,24.19,11.27,36.5,26.67
2024,"Boulder County, CO",8013,None checked,1,At least one checked,0,331,0.0001,31.95,36.49,36.73,2810.03,25.9,10.15,49.89,35.21
2024,"Boulder County, CO",8013,None checked,1,None checked,1,2044,0.0006,31.98,38.92,39.04,3293.97,25.32,11.25,45.13,40.80
2024,"Denver County, CO",8031,At least one checked,0,At least one checked,0,24,0,31.46,35.75,35.29,2719.54,29.02,9.04,54.57,43.50
2024,"Denver County, CO",8031,At least one checked,0,None checked,1,72,0,29.36,39.18,39.18,3395.4,25.74,10.86,43.05,44.06
2024,"Denver County, CO",8031,None checked,1,At least one checked,0,1383,0.0004,31.25,36.47,36.91,2801.23,27.11,9.49,54.49,42.65
2024,"Denver County, CO",8031,None checked,1,None checked,1,7891,0.0022,30.63,38.69,38.93,3206.79,26.33,10.13,51.78,43.98
2024,"Douglas County, CO",8035,At least one checked,0,At least one checked,0,16,0,34.44,35.81,36.5,2584.31,25.76,11.56,65.89,37.50
2024,"Douglas County, CO",8035,At least one checked,0,None checked,1,34,0,31.85,38.76,38.65,3344.53,27.53,11.36,53.1,25.00
2024,"Douglas County, CO",8035,None checked,1,At least one checked,0,442,0.0001,32.14,36.22,36.38,2703.68,27.17,10.22,47.44,39.19
2024,"Douglas County, CO",8035,None checked,1,None checked,1,3596,0.001,31.86,38.76,38.84,3257.66,25.56,10.47,41.17,40.52
2024,"El Paso County, CO",8041,At least one checked,0,At least one checked,0,35,0,29.63,35.29,35.43,2564.66,30.65,8.25,33.38,44.29
2024,"El Paso County, CO",8041,At least one checked,0,None checked,1,89,0,30.22,38.83,39.15,3349.3,27.37,9.84,55.44,33.26
2024,"El Paso County, CO",8041,None checked,1,At least one checked,0,1734,0.0005,29.79,36.5,36.72,2839.58,28.35,9.28,48.42,36.89
2024,"El Paso County, CO",8041,None checked,1,None checked,1,7278,0.002,29.03,38.67,38.86,3209.55,27.15,9.75,44.42,38.49
2024,"Jefferson County, CO",8059,At least one checked,0,At least one checked,0,16,0,33.62,36.69,37.25,3030.06,28.99,11.25,38.71,22.50
2024,"Jefferson County, CO",8059,At least one checked,0,None checked,1,39,0,32.23,39.08,38.95,3333.36,26.02,12.46,49.44,27.20
2024,"Jefferson County, CO",8059,None checked,1,At least one checked,0,746,0.0002,32.39,36.55,36.96,2799.76,26.86,9.84,45.25,44.23
2024,"Jefferson County, CO",8059,None checked,1,None checked,1,4725,0.0013,31.86,38.83,38.99,3250.74,25.83,10.62,44.11,37.54
2024,"Larimer County, CO",8069,At least one checked,0,None checked,1,43,0,31.95,39.16,39.28,3382.81,25.63,13,58.43,118.50
2024,"Larimer County, CO",8069,None checked,1,At least one checked,0,368,0.0001,30.96,36.18,36.31,2727.68,27.75,11.12,56.78,49.86
2024,"Larimer County, CO",8069,None checked,1,None checked,1,2693,0.0007,30.72,38.77,38.89,3281.36,26.9,12.27,46.57,51.07
2024,"Mesa County, CO",8077,At least one checked,0,None checked,1,14,0,28.43,39,38.64,3418.29,27.68,10.07,31.4,37.50
2024,"Mesa County, CO",8077,None checked,1,At least one checked,0,217,0.0001,28.82,36.28,36.61,2779.47,29.26,12.12,46.68,39.79
2024,"Mesa County, CO",8077,None checked,1,None checked,1,1322,0.0004,28.57,38.65,38.97,3275.26,27.66,13.08,46.61,42.53
2024,"Pueblo County, CO",8101,At least one checked,0,None checked,1,16,0,28.69,38.81,38.12,3172.75,29.86,10.62,93,15.00
2024,"Pueblo County, CO",8101,None checked,1,At least one checked,0,179,0,29.18,35.37,35.67,2626.37,30.56,8.29,49.28,64.75
2024,"Pueblo County, CO",8101,None checked,1,None checked,1,1436,0.0004,28.07,38.44,38.69,3189.71,29.47,10.98,50.01,36.88
2024,"Weld County, CO",8123,At least one checked,0,At least one checked,0,24,0,31.54,36.67,37,2918.62,28.22,11.33,72,37.50
2024,"Weld County, CO",8123,At least one checked,0,None checked,1,91,0,28.35,38.45,38.41,3354.74,27.29,11.96,53.65,30.07
2024,"Weld County, CO",8123,None checked,1,At least one checked,0,757,0.0002,29.61,36.25,36.55,2785,29.22,10.84,50.3,47.68
2024,"Weld County, CO",8123,None checked,1,None checked,1,4187,0.0012,29.3,38.67,38.89,3263.21,28.04,11.45,47.63,47.32
2024,"Unidentified Counties, CO",8999,At least one checked,0,At least one checked,0,38,0,29.05,36.18,36.18,2732.95,26.42,9.11,58.54,48.62
2024,"Unidentified Counties, CO",8999,At least one checked,0,None checked,1,122,0,29.76,39.06,39.17,3302.81,26.11,10.89,47.7,50.26
2024,"Unidentified Counties, CO",8999,None checked,1,At least one checked,0,1456,0.0004,30.09,36.79,37.02,2835.92,27.69,10.05,51.18,47.00
2024,"Unidentified Counties, CO",8999,None checked,1,None checked,1,6473,0.0018,29.45,38.73,38.92,3221.37,26.78,10.66,48.41,44.87
2024,"Fairfield County, CT",9001,At least one checked,0,At least one checked,0,42,0,33.62,34.76,35,2538.67,25.4,12.88,68.15,27.09
2024,"Fairfield County, CT",9001,At least one checked,0,None checked,1,169,0,31.28,38.95,39.09,3381.2,24.92,12.5,62.39,42.04
2024,"Fairfield County, CT",9001,None checked,1,At least one checked,0,1114,0.0003,32.45,36.03,36.3,2743.85,27.21,11.36,62.91,51.45
2024,"Fairfield County, CT",9001,None checked,1,None checked,1,8721,0.0024,32.26,38.82,38.98,3362.99,26.12,12.3,51.08,48.17
2024,"Hartford County, CT",9003,At least one checked,0,At least one checked,0,18,0,33.67,35.39,34.78,2632.89,27.56,9.72,49.25,11.00
2024,"Hartford County, CT",9003,At least one checked,0,None checked,1,56,0,32.45,38.64,38.61,3418.09,26.01,12.45,44.53,49.93
2024,"Hartford County, CT",9003,None checked,1,At least one checked,0,1005,0.0003,31.43,35.38,35.69,2598.65,29.54,10.72,59.06,48.33
2024,"Hartford County, CT",9003,None checked,1,None checked,1,7699,0.0021,30.88,38.66,38.87,3324.47,27.67,12.14,53.42,50.38
2024,"Litchfield County, CT",9005,At least one checked,0,None checked,1,22,0,31.86,39.41,39.5,3460.27,25.74,11.38,54.43,36.67
2024,"Litchfield County, CT",9005,None checked,1,At least one checked,0,153,0,31.71,35.56,36.02,2708.69,29,10.92,54.79,43.06
2024,"Litchfield County, CT",9005,None checked,1,None checked,1,1251,0.0003,31.18,38.68,38.87,3370.71,27.68,12.51,47.58,55.02
2024,"Middlesex County, CT",9007,None checked,1,At least one checked,0,152,0,32.88,35.69,35.88,2723.17,28.12,11.2,55.84,55.00
2024,"Middlesex County, CT",9007,None checked,1,None checked,1,1193,0.0003,31.68,38.75,38.92,3386.8,27.33,12.29,46.53,51.06
2024,"New Haven County, CT",9009,At least one checked,0,At least one checked,0,37,0,34.46,36.19,36.22,2842.43,27.28,11.26,66.45,66.38
2024,"New Haven County, CT",9009,At least one checked,0,None checked,1,95,0,31.07,38.96,38.89,3416.04,27.04,12.57,60.06,44.25
2024,"New Haven County, CT",9009,None checked,1,At least one checked,0,1141,0.0003,31.13,36.25,36.57,2788.09,29.22,11.49,62.07,43.58
2024,"New Haven County, CT",9009,None checked,1,None checked,1,7090,0.002,30.84,38.74,38.95,3339.3,28.03,12.26,55.03,48.43
2024,"New London County, CT",9011,At least one checked,0,At least one checked,0,14,0,32.14,34.71,34.86,2576.36,32.42,10.23,76.2,44.33
2024,"New London County, CT",9011,At least one checked,0,None checked,1,56,0,29.77,39.23,39.68,3496.62,26.67,12.3,48.21,37.27
2024,"New London County, CT",9011,None checked,1,At least one checked,0,318,0.0001,30.1,36.47,36.67,2791.25,29.2,10.91,56.15,45.05
2024,"New London County, CT",9011,None checked,1,None checked,1,2075,0.0006,30.35,38.83,39.03,3357.94,27.67,12.58,47.77,50.52
2024,"Tolland County, CT",9013,At least one checked,0,None checked,1,11,0,29.91,39.18,39.36,3414.09,29.2,12.18,45,132.00
2024,"Tolland County, CT",9013,None checked,1,At least one checked,0,105,0,32.7,35.55,35.71,2681.15,29.31,10.54,60.07,67.22
2024,"Tolland County, CT",9013,None checked,1,None checked,1,1033,0.0003,31.15,38.77,39.07,3387.41,27.52,11.97,44.34,52.96
2024,"Windham County, CT",9015,None checked,1,At least one checked,0,99,0,30.61,35.59,36.02,2711.74,29.16,10.42,57.38,40.25
2024,"Windham County, CT",9015,None checked,1,None checked,1,874,0.0002,29.73,38.62,38.82,3318.99,28.19,11.92,50.64,56.34
2024,"Kent County, DE",10001,At least one checked,0,At least one checked,0,27,0,29.85,34.52,34.89,2462.07,31.24,9.56,39.77,52.43
2024,"Kent County, DE",10001,At least one checked,0,None checked,1,52,0,30.19,38.4,38.27,3315.06,30.82,10.5,46.42,54.80
2024,"Kent County, DE",10001,None checked,1,At least one checked,0,347,0.0001,29.22,36.35,36.81,2752.22,29.61,8.92,61.13,52.43
2024,"Kent County, DE",10001,None checked,1,None checked,1,1636,0.0005,28.96,38.64,38.9,3300.26,29.09,10.04,48.75,42.10
2024,"New Castle County, DE",10003,At least one checked,0,At least one checked,0,88,0,31.6,36.24,36.17,2774.78,29.09,9.62,66.2,65.31
2024,"New Castle County, DE",10003,At least one checked,0,None checked,1,291,0.0001,30.26,38.79,39.02,3383.11,27.91,11.08,65.1,50.45
2024,"New Castle County, DE",10003,None checked,1,At least one checked,0,850,0.0002,30.82,36.19,36.66,2765.3,30.25,9.81,59.37,51.45
2024,"New Castle County, DE",10003,None checked,1,None checked,1,4781,0.0013,30.22,38.67,38.94,3313.08,28.45,11.11,52.87,44.97
2024,"Sussex County, DE",10005,At least one checked,0,At least one checked,0,22,0,29.91,35.05,36.05,2509.18,30.1,8,54.25,127.17
2024,"Sussex County, DE",10005,At least one checked,0,None checked,1,40,0,28.07,38.5,38.95,3234.05,27.71,10.03,72.69,58.44
2024,"Sussex County, DE",10005,None checked,1,At least one checked,0,305,0.0001,29.11,36.18,36.5,2814.3,30.21,8.79,54.82,43.71
2024,"Sussex County, DE",10005,None checked,1,None checked,1,2088,0.0006,28.87,38.64,39,3328.17,28.7,10.52,53.64,49.23
2024,"District of Columbia, DC",11001,At least one checked,0,At least one checked,0,13,0,34,35.31,35.69,2492.62,23.61,8.69,36.5,65.00
2024,"District of Columbia, DC",11001,At least one checked,0,None checked,1,70,0,32.11,39.01,38.97,3440.64,24.53,9.71,54.53,30.40
2024,"District of Columbia, DC",11001,None checked,1,At least one checked,0,1011,0.0003,31.45,35.65,35.61,2630.44,28.14,9.65,56.74,44.92
2024,"District of Columbia, DC",11001,None checked,1,None checked,1,6518,0.0018,31.89,38.68,38.63,3259.94,26.64,9.91,51.27,43.32
2024,"Alachua County, FL",12001,None checked,1,At least one checked,0,364,0.0001,30.63,35.91,36.09,2655.22,28.93,8.17,63.08,44.84
2024,"Alachua County, FL",12001,None checked,1,None checked,1,2149,0.0006,29.75,38.71,38.95,3285.47,27.67,10.28,51.4,44.52
2024,"Alachua County, FL",12001,None checked,1,Unknown or Not Stated,9,14,0,30.43,37,37.29,3086.29,27.55,11.29,54.5,12.00
2024,"Alachua County, FL",12001,Unknown or Not Stated,9,None checked,1,11,0,28.91,39.18,38.55,3435.45,28.01,9.89,42,45.00
2024,"Bay County, FL",12005,None checked,1,At least one checked,0,152,0,29.12,34.35,34.56,2403.21,28.42,7.88,59.82,50.91
2024,"Bay County, FL",12005,None checked,1,None checked,1,2068,0.0006,28.39,38.57,38.82,3331.62,27.57,10.16,53.93,48.94
2024,"Brevard County, FL",12009,At least one checked,0,At least one checked,0,14,0,29.57,34.5,34.07,2609,28.54,6.36,63.17,53.57
2024,"Brevard County, FL",12009,At least one checked,0,None checked,1,40,0,30.07,37.9,38.48,3285.1,27.07,11.41,78,22.11
